order_id,order_date,sales_qty,sales_amount,restaurant_id,order_status,table_no,order_type,customer_name,customer_address,customer_phone,courier_id
625,"2025-08-15 15:04:58",1,50,156601,canceled,NULL,Delivery,"Suzanna Speares","3061 Thompson Crossing, Detroit, Michigan, 48267",313-247-7860,46
626,"2025-12-23 05:52:02",10,560,156602,completed,NULL,Delivery,"Michale Duggen","0030 Anthes Hill, Atlanta, Georgia, 30368",404-889-7219,27
627,"2025-11-05 01:09:07",3,850,158192,pending,NULL,Delivery,"Rhianna Wiskar","19 Myrtle Hill, Fort Worth, Texas, 76178",682-531-0487,51
628,"2025-04-27 01:16:41",4,420,158193,canceled,NULL,Delivery,"Hamel Dixie","1476 Shasta Circle, Raleigh, North Carolina, 27610",919-350-6083,33
629,"2025-09-16 22:08:31",6,799,158195,completed,NULL,Delivery,"Gaelan Betty","66928 Ridgeview Avenue, Herndon, Virginia, 22070",757-236-4830,56
630,"2025-06-29 04:28:28",6,681,158203,pending,NULL,Delivery,"Vinny Adshede","79409 Sycamore Park, Lexington, Kentucky, 40596",859-350-6089,6
631,"2025-08-08 03:06:31",3,787,158204,canceled,NULL,Delivery,"Jori Peregrine","684 Hintze Lane, Orlando, Florida, 32868",407-705-2247,16
632,"2025-03-11 08:52:07",8,281,161396,completed,NULL,Delivery,"Georgianne Raun","5 Hagan Point, Katy, Texas, 77493",281-899-6350,134
633,"2025-11-27 18:57:24",1,6,161405,pending,NULL,Delivery,"Melonie Champerlen","463 Briar Crest Way, Pueblo, Colorado, 81005",719-478-5382,191
634,"2025-06-08 19:25:14",2,138,161408,canceled,NULL,Delivery,"Meridith Kingscott","104 Service Road, Newport News, Virginia, 23612",757-852-4228,146
635,"2025-10-13 23:17:52",5,635,163435,completed,NULL,Delivery,"Babbie Alvey","6 Amoth Center, Lexington, Kentucky, 40524",859-364-2000,750
636,"2025-03-05 22:00:44",1,125,163436,pending,NULL,Delivery,"Upton Robertacci","4901 Judy Way, Sacramento, California, 95813",916-806-8484,484
637,"2025-04-30 14:11:55",4,540,164297,canceled,NULL,Delivery,"Sayres Petrasch","6478 Dunning Road, Greenville, South Carolina, 29610",864-244-5712,775
638,"2025-01-08 18:33:11",2,240,165530,completed,NULL,Delivery,"Arnaldo McGhee","3 Vidon Drive, Phoenix, Arizona, 85077",602-130-4696,249
639,"2025-05-03 05:18:36",3,980,165532,pending,NULL,Delivery,"Antonin Bodsworth","4 Norway Maple Road, Boston, Massachusetts, 02163",978-602-3302,213
640,"2025-08-15 21:08:54",8,1415,165533,canceled,NULL,Delivery,"Larissa MacTrustram","7 Shoshone Hill, Omaha, Nebraska, 68197",402-529-1899,200
641,"2025-05-29 08:24:46",4,980,166613,completed,NULL,Delivery,"Nana Marder","6958 Briar Crest Trail, Minneapolis, Minnesota, 55458",612-560-7104,206
642,"2025-10-14 22:52:50",8,489,166971,pending,NULL,Delivery,"Dorisa Ephson","40 Arrowood Trail, Boston, Massachusetts, 02203",617-674-0159,233
643,"2025-05-05 04:02:58",3,840,167412,canceled,NULL,Delivery,"Auberta Lockery","87 Havey Way, Knoxville, Tennessee, 37995",865-551-0186,243
644,"2025-09-27 00:44:44",2,248,167432,completed,NULL,Delivery,"Geoffrey Fotitt","1 Pond Circle, San Antonio, Texas, 78225",210-472-0648,230
645,"2025-06-09 04:59:19",5,1180,169281,pending,NULL,Delivery,"Rodi Plitz","762 Namekagon Point, Pittsburgh, Pennsylvania, 15240",412-343-0368,215
646,"2025-09-21 16:21:03",7,1225,171675,canceled,NULL,Delivery,"Binny Hatterslay","65308 Mockingbird Way, Dallas, Texas, 75379",214-686-0138,97
647,"2025-11-18 06:14:07",6,1880,174458,completed,NULL,Delivery,"Maxine Sayward","73 Hoard Point, Midland, Michigan, 48670",989-794-5666,430
648,"2025-12-03 10:36:32",4,1596,174464,pending,NULL,Delivery,"Estella Thompson","34207 Anderson Junction, Hartford, Connecticut, 06183",860-320-6247,747
649,"2025-08-16 11:42:42",2,590,174586,canceled,NULL,Delivery,"Eolanda Arpino","2974 Bay Lane, Beaverton, Oregon, 97075",503-698-0545,371
650,"2025-06-09 15:38:21",8,785,183009,completed,NULL,Delivery,"Darline Briddock","09664 Red Cloud Center, Boston, Massachusetts, 02208",617-257-4113,370
651,"2025-12-16 11:38:18",7,1320,183165,pending,NULL,Delivery,"Chryste Ovanesian","32 Division Alley, Los Angeles, California, 90087",213-773-6611,398
652,"2025-01-19 09:35:13",6,897,186264,canceled,NULL,Delivery,"Susy Straker","1 Crescent Oaks Way, El Paso, Texas, 79916",915-643-7888,661
653,"2025-03-27 22:59:38",6,420,186286,completed,NULL,Delivery,"Alexandra Simmonett","09 Fairfield Plaza, Springfield, Virginia, 22156",571-979-3142,205
654,"2025-03-25 08:05:56",3,840,186289,pending,NULL,Delivery,"Kirsti Larcombe","8 Golf Junction, Vancouver, Washington, 98664",360-859-7287,212
655,"2025-07-02 19:34:01",8,1900,187912,canceled,NULL,Delivery,"Reggis Harries","9671 Redwing Parkway, Bloomington, Illinois, 61709",309-589-7357,8
656,"2025-03-18 23:13:25",5,235,187915,completed,NULL,Delivery,"Innis Galway","85 Brickson Park Circle, Tampa, Florida, 33661",813-829-8524,182
657,"2025-06-10 19:04:30",7,609,187921,pending,NULL,Delivery,"Amelie Lawland","5 Bonner Way, Duluth, Georgia, 30195",404-638-3460,114
658,"2025-11-18 06:38:56",2,232.38,189441,canceled,NULL,Delivery,"Norby Seppey","0 School Plaza, Beaumont, Texas, 77705",936-216-9601,795
659,"2025-10-09 06:12:53",2,498,195788,completed,NULL,Delivery,"Cecil Ashley","61 Caliangt Parkway, Washington, District of Columbia, 20337",202-221-9706,834
660,"2025-09-01 04:20:46",2,400,211142,pending,NULL,Delivery,"Cristine Wheatland","1888 Londonderry Court, Salt Lake City, Utah, 84140",801-301-9174,665
661,"2025-05-24 14:50:51",6,376,224008,canceled,NULL,Delivery,"Sholom Cathee","24303 Hauk Avenue, Richmond, Virginia, 23208",804-847-7136,198
662,"2025-02-04 13:41:48",4,336,225827,completed,NULL,Delivery,"Briana Isaaksohn","81 Fordem Trail, New York City, New York, 10099",646-274-8017,201
663,"2025-08-03 09:59:45",1,85,225921,pending,NULL,Delivery,"Rhiamon Cobon","34 Saint Paul Parkway, Birmingham, Alabama, 35215",205-590-6804,253
664,"2025-09-22 21:56:18",8,2280,226299,canceled,NULL,Delivery,"Lucina Ogger","688 Waxwing Center, Detroit, Michigan, 48211",810-304-4743,235
665,"2025-01-26 20:45:30",2,120,226773,completed,NULL,Delivery,"Jessa Aiskrigg","13735 Stoughton Hill, Santa Barbara, California, 93111",702-727-3854,689
666,"2025-03-17 10:40:20",7,676,242722,pending,NULL,Delivery,"Barri Coning","0 Upham Junction, Indianapolis, Indiana, 46239",317-532-3068,812
667,"2025-07-16 19:11:06",4,710,242943,canceled,NULL,Delivery,"Christina Rey","47553 Veith Hill, Miami, Florida, 33245",786-129-3935,204
668,"2025-10-26 23:48:50",7,550,244866,completed,NULL,Delivery,"Rhodia Carlet","58 Duke Plaza, Seattle, Washington, 98166",253-950-8644,25
669,"2025-09-03 04:30:57",3,420,249335,pending,NULL,Delivery,"Magdalene Eouzan","4 Moland Park, Dearborn, Michigan, 48126",313-318-3841,427
670,"2025-10-05 08:08:56",5,1500,255651,canceled,NULL,Delivery,"Bernette Natwick","6 Red Cloud Parkway, Indianapolis, Indiana, 46295",317-207-1550,492
671,"2025-03-23 12:47:57",4,1020,255925,completed,NULL,Delivery,"Janette Rive","4307 Birchwood Plaza, Brockton, Massachusetts, 02305",508-754-9948,250
672,"2025-03-20 18:09:37",8,1060,257181,pending,NULL,Delivery,"Flora Benardeau","1442 Amoth Circle, Laurel, Maryland, 20709",301-865-1732,57
673,"2025-05-27 23:40:54",1,299,263185,canceled,NULL,Delivery,"Vina Robertis","4258 Granby Road, Tucson, Arizona, 85748",520-274-8975,478
674,"2025-02-16 19:41:21",2,538,263297,completed,NULL,Delivery,"Pearle Cozby","01105 Carioca Lane, Nashville, Tennessee, 37245",615-534-3801,718
675,"2025-09-27 13:34:30",3,497.32,271964,pending,NULL,Delivery,"Lorinda Camis","1361 Pennsylvania Lane, London, Kentucky, 40745",606-218-6133,589
676,"2025-08-19 11:43:32",7,1705,282630,canceled,NULL,Delivery,"Herold Corneljes","331 7th Alley, Charlotte, North Carolina, 28247",704-197-2457,490
677,"2025-06-16 02:19:47",3,866.66,293915,completed,NULL,Delivery,"Delilah Rickwood","47 Jana Lane, Albany, New York, 12262",518-834-7476,403
678,"2025-02-17 23:07:21",4,160,302868,pending,NULL,Delivery,"Olag Worman","7661 Ilene Crossing, Aurora, Illinois, 60505",312-104-5762,123
679,"2025-04-18 14:35:50",2,627,304302,canceled,NULL,Delivery,"Brigit Crannach","2563 Union Avenue, Salt Lake City, Utah, 84125",801-314-2546,264
680,"2025-11-21 00:24:25",4,1025,306094,completed,NULL,Delivery,"Sidnee Judson","467 Jay Alley, Dayton, Ohio, 45490",937-985-5879,806
681,"2025-12-26 10:25:32",6,798,308169,pending,NULL,Delivery,"Roanna Teliga","467 Express Park, Sacramento, California, 94280",916-332-4336,736
682,"2025-08-17 12:01:22",3,750,310273,canceled,NULL,Delivery,"Herculie Vinnick","7243 Ronald Regan Hill, Terre Haute, Indiana, 47812",812-617-3036,402
683,"2025-04-04 08:37:39",5,1486,321587,completed,NULL,Delivery,"Marvin Emmins","43859 Delaware Circle, Des Moines, Iowa, 50335",515-479-7562,255
684,"2025-09-24 21:43:09",2,880,327008,pending,NULL,Delivery,"Mair Lane","5 Moulton Lane, Louisville, Kentucky, 40210",502-374-2440,600
685,"2025-08-11 10:26:11",3,598,338749,canceled,NULL,Delivery,"Rosene Ugolotti","1762 Prairie Rose Street, San Diego, California, 92105",619-801-0723,44
686,"2025-01-31 21:39:53",6,2314,342366,completed,NULL,Delivery,"Crissie Michallat","667 Roxbury Terrace, Indianapolis, Indiana, 46278",317-160-6499,357
687,"2025-04-19 05:02:57",3,498,351387,pending,NULL,Delivery,"Fenelia Valerio","40 Florence Alley, Orange, California, 92862",714-963-7327,118
688,"2025-03-12 11:57:16",5,1043,354669,canceled,NULL,Delivery,"Orazio Antonopoulos","35206 Kedzie Street, Springfield, Missouri, 65805",417-268-8656,674
689,"2025-02-05 15:20:00",5,4195,355561,completed,NULL,Delivery,"Dur Giddins","75744 Ridgeway Pass, Harrisburg, Pennsylvania, 17140",717-443-7077,648
690,"2025-01-14 21:14:27",6,740,355563,pending,NULL,Delivery,"Adelina McCutcheon","12 Dapin Parkway, San Antonio, Texas, 78215",210-174-7620,821
691,"2025-07-16 13:18:34",3,825,364571,canceled,NULL,Delivery,"Bronnie Pelling","4 Blue Bill Park Drive, Newton, Massachusetts, 02162",508-139-1122,454
692,"2025-10-26 05:17:57",4,616,364627,completed,NULL,Delivery,"Marv Bordone","8470 Cordelia Center, Sacramento, California, 94230",916-817-2734,583
693,"2025-02-20 00:16:17",3,240,368328,pending,NULL,Delivery,"Bette-ann Hollingsby","19 Lukken Crossing, Charleston, West Virginia, 25321",304-623-5403,88
694,"2025-07-11 14:08:42",1,90,370259,canceled,NULL,Delivery,"Joyan Bogey","4 Del Mar Junction, Johnstown, Pennsylvania, 15906",814-969-7529,712
695,"2025-02-08 20:11:21",7,570,373319,completed,NULL,Delivery,"Janessa Breawood","86 Mesta Parkway, Atlanta, Georgia, 31106",404-906-5644,172
696,"2025-12-19 16:10:19",3,55,374706,pending,NULL,Delivery,"Mackenzie Frostdick","378 Prairieview Circle, San Antonio, Texas, 78260",210-370-1144,241
697,"2025-03-25 05:25:18",2,297.6,376602,canceled,NULL,Delivery,"Erl Rosenkranc","513 Granby Parkway, Charlotte, North Carolina, 28220",704-266-5208,756
698,"2025-08-06 01:27:56",9,1113,377292,completed,NULL,Delivery,"Teodorico Boat","676 Debra Road, Lynchburg, Virginia, 24515",434-219-7006,612
699,"2025-02-03 12:35:28",2,510,377434,pending,NULL,Delivery,"Mar Denyagin","0002 Texas Center, Washington, District of Columbia, 20520",202-208-8908,554
700,"2025-04-17 03:14:12",5,835,378028,canceled,NULL,Delivery,"Morris Livingstone","7386 Bonner Crossing, Austin, Texas, 78732",512-787-1009,595
701,"2025-01-27 05:22:05",1,50,382204,completed,NULL,Delivery,"Harrietta Bissill","3989 Dapin Plaza, Cincinnati, Ohio, 45264",513-545-4613,81
702,"2025-11-16 02:50:54",3,135,382249,pending,NULL,Delivery,"Robinett Silvers","4267 Monument Court, Jersey City, New Jersey, 07310",201-772-3579,141
703,"2025-10-18 16:01:41",2,700,383716,canceled,NULL,Delivery,"Pierce Scarth","545 Lyons Street, Elmira, New York, 14905",607-382-0674,297
704,"2025-05-02 10:49:58",3,350,385197,completed,NULL,Delivery,"Giacinta Kubatsch","6005 Sauthoff Place, Birmingham, Alabama, 35295",205-943-2436,691
705,"2025-02-15 14:23:47",2,100,385636,pending,NULL,Delivery,"Thedrick Castangia","0 Redwing Plaza, Los Angeles, California, 90030",213-372-4143,825
706,"2025-10-11 09:57:33",6,1900,385938,canceled,NULL,Delivery,"Abra Lawtey","1 Cherokee Junction, Denver, Colorado, 80299",720-130-9691,774
707,"2025-04-04 02:17:20",1,85,387177,completed,NULL,Delivery,"Corty Blenkhorn","555 Anderson Lane, Richmond, Virginia, 23272",804-235-8266,462
708,"2025-06-30 01:24:59",1,209,387674,pending,NULL,Delivery,"Stepha Girdwood","9122 Sauthoff Point, Rockville, Maryland, 20851",301-885-0811,396
709,"2025-01-20 20:38:55",9,970,390478,canceled,NULL,Delivery,"Isidore De Maria","828 Express Center, Charlotte, North Carolina, 28235",704-340-1498,524
710,"2025-07-09 06:42:04",2,330,390901,completed,NULL,Delivery,"Feliks Hedworth","79009 Carioca Pass, Baltimore, Maryland, 21239",410-843-8756,730
711,"2025-12-05 07:47:10",8,630,394140,pending,NULL,Delivery,"Ellary Cordingly","14 Summit Drive, Arlington, Virginia, 22205",703-760-5084,702
712,"2025-01-17 17:10:50",4,426,394554,canceled,NULL,Delivery,"Trevor Serrier","2758 Shelley Road, Miami, Florida, 33129",786-103-5329,52
713,"2025-04-21 03:07:17",7,870,397258,completed,NULL,Delivery,"Carl Beautyman","16 Lukken Alley, New York City, New York, 10165",917-247-3004,288
714,"2025-02-06 05:56:20",9,761,397980,pending,NULL,Delivery,"Clayton Ruane","510 Schiller Road, Beaufort, South Carolina, 29905",843-405-4925,260
715,"2025-05-31 03:32:16",3,537,401391,canceled,NULL,Delivery,"Vasili Hacquoil","232 Northridge Court, Birmingham, Alabama, 35205",205-766-8841,671
716,"2025-06-23 17:19:01",3,210,403754,completed,NULL,Delivery,"Brynne Karpmann","712 Montana Lane, Greensboro, North Carolina, 27415",336-759-1476,513
717,"2025-09-10 10:17:15",6,1800,405031,pending,NULL,Delivery,"Morie Ebbers","5 Valley Edge Alley, Kansas City, Missouri, 64160",816-933-2430,475
718,"2025-01-28 04:29:06",2,105,407243,canceled,NULL,Delivery,"Osmond Robottom","243 Mcguire Alley, Santa Barbara, California, 93111",702-551-2723,181
719,"2025-01-20 10:23:30",8,393,407249,completed,NULL,Delivery,"Lexy Issit","4 Moose Trail, San Diego, California, 92160",619-721-8172,39
720,"2025-02-17 10:21:29",5,559,408059,pending,NULL,Delivery,"Mallory Toppes","578 Vahlen Avenue, Salt Lake City, Utah, 84125",801-651-6032,219
721,"2025-01-10 20:03:04",2,730,410629,canceled,NULL,Delivery,"Vivienne Lapworth","380 Dovetail Drive, Seattle, Washington, 98140",425-455-0959,720
722,"2025-02-09 04:15:20",10,2070,410838,completed,NULL,Delivery,"Germana Downgate","841 Esker Court, Saint Cloud, Minnesota, 56372",320-281-6901,285
723,"2025-03-01 10:51:59",2,460,410839,pending,NULL,Delivery,"Jordan Le Merchant","2 Carpenter Avenue, Fresno, California, 93794",559-126-8026,278
724,"2025-09-26 01:10:31",3,604.8,412357,canceled,NULL,Delivery,"Camey Gait","51 Fairfield Point, Lansing, Michigan, 48930",517-348-6102,306
725,"2025-05-29 13:17:36",4,276,413342,completed,NULL,Delivery,"Sayers Bexon","5 Eagan Way, Louisville, Kentucky, 40280",502-393-5069,457
726,"2025-09-20 11:26:04",2,236,413451,pending,NULL,Delivery,"Scottie Margerison","26 Bobwhite Parkway, Charlotte, North Carolina, 28220",704-871-5313,500
727,"2025-01-01 15:54:47",3,425,414252,canceled,NULL,Delivery,"Courtney Zaczek","1001 Bobwhite Point, Green Bay, Wisconsin, 54313",920-833-7457,839
728,"2025-05-13 03:45:12",2,658,417015,completed,NULL,Delivery,"Filippa Stenners","2139 Sycamore Terrace, Honolulu, Hawaii, 96810",808-863-7244,753
729,"2025-06-22 06:11:17",6,537,417020,pending,NULL,Delivery,"Jackson Swalteridge","89 Prentice Park, Escondido, California, 92030",760-620-5741,822
730,"2025-12-01 05:33:30",7,410,420479,canceled,NULL,Delivery,"Menard Finlaison","9711 8th Place, Peoria, Illinois, 61614",309-274-5597,162
731,"2025-11-03 23:29:14",6,450,420586,completed,NULL,Delivery,"Shurlocke Erie","9 Charing Cross Park, Duluth, Georgia, 30195",404-361-7661,112
732,"2025-12-26 12:30:30",9,1251,420637,pending,NULL,Delivery,"Johna Kliesl","5 Canary Crossing, Metairie, Louisiana, 70033",504-622-0613,158
733,"2025-08-28 13:28:03",2,30,420675,canceled,NULL,Delivery,"Goldy Stocky","80 Leroy Drive, Evansville, Indiana, 47712",812-483-3522,73
734,"2025-03-25 02:36:42",7,621,421155,completed,NULL,Delivery,"Matty Farrant","99373 Summer Ridge Way, Atlanta, Georgia, 30306",404-788-1677,103
735,"2025-08-30 15:12:45",9,1495,427606,pending,NULL,Delivery,"Hyacintha Laughnan","165 Carberry Alley, Austin, Texas, 78764",512-975-9228,165
736,"2025-03-15 04:58:00",4,2032,427610,canceled,NULL,Delivery,"Batsheva Peterson","442 Little Fleur Trail, Atlanta, Georgia, 31165",404-420-3822,76
737,"2025-02-19 13:54:38",9,1600,428013,completed,NULL,Delivery,"Allina Jeannin","4384 Bartillon Hill, Trenton, New Jersey, 08650",609-616-9520,338
738,"2025-01-29 06:43:04",3,810,430451,pending,NULL,Delivery,"Benito Razzell","7339 Summer Ridge Pass, Buffalo, New York, 14263",716-221-7221,530
739,"2025-01-29 02:42:32",6,2190,431115,canceled,NULL,Delivery,"Elsinore Porcas","98709 Manitowish Pass, Charlottesville, Virginia, 22908",434-506-0989,694
740,"2025-01-28 13:19:43",4,532,431339,completed,NULL,Delivery,"Tabina Fosten","49024 Mayer Circle, Hot Springs National Park, Arkansas, 71914",501-646-3989,383
741,"2025-05-16 19:04:18",1,40,431552,pending,NULL,Delivery,"Darice Steven","6 Hovde Hill, El Paso, Texas, 79999",915-408-9984,301
742,"2025-06-07 16:50:09",3,150,432675,canceled,NULL,Delivery,"Millie Akred","16 Porter Center, Loretto, Minnesota, 55598",763-563-7364,121
743,"2025-06-30 14:13:04",8,570,432684,completed,NULL,Delivery,"Violette Tippin","944 Bartillon Court, New York City, New York, 10009",718-895-1136,148
744,"2025-06-30 20:00:21",1,15.6,433648,pending,NULL,Delivery,"Woodie McWhan","18939 Darwin Lane, Shreveport, Louisiana, 71137",318-680-4134,739
745,"2025-02-27 21:54:15",8,1103,435582,canceled,NULL,Delivery,"Zeke Bice","8727 Forster Avenue, Tacoma, Washington, 98464",253-487-6342,78
746,"2025-11-25 20:31:11",2,400,437616,completed,NULL,Delivery,"Kathe Coffey","34 Sugar Center, Austin, Texas, 78759",512-112-2952,353
747,"2025-01-15 10:35:29",6,830,439417,pending,NULL,Delivery,"Guendolen Govenlock","81060 Talisman Lane, Midland, Texas, 79705",432-501-7426,520
748,"2025-02-11 03:10:08",6,1354,439487,canceled,NULL,Delivery,"Donnie Cramp","4 Carpenter Alley, Worcester, Massachusetts, 01605",508-623-0998,256
749,"2025-09-29 20:42:19",7,890,440811,completed,NULL,Delivery,"Felicia Skacel","9 Helena Pass, Grand Forks, North Dakota, 58207",701-929-6789,109
750,"2025-04-05 14:26:38",4,163,440878,pending,NULL,Delivery,"Eugene Tippett","5 Stone Corner Crossing, Houston, Texas, 77010",281-946-1400,132
751,"2025-01-01 04:36:04",9,1534,440950,canceled,NULL,Delivery,"Clay Fearby","1 Mosinee Pass, Dallas, Texas, 75323",214-368-1218,643
752,"2025-08-20 01:46:51",6,1890,442180,completed,NULL,Delivery,"Michele Echelle","9 Jackson Way, Lakeland, Florida, 33811",863-113-2585,557
753,"2025-02-03 03:16:18",7,1805,443028,pending,NULL,Delivery,"Danell Winchurst","3 Quincy Drive, Albany, New York, 12232",518-189-8705,681
754,"2025-11-07 15:14:32",3,1017,447526,canceled,NULL,Delivery,"Liz Guterson","1 Heath Drive, Akron, Ohio, 44329",330-601-7695,541
755,"2025-09-04 00:37:26",5,375,448046,completed,NULL,Delivery,"Leonora Maddick","207 Linden Street, Lake Charles, Louisiana, 70616",337-862-4906,113
756,"2025-07-25 04:14:38",5,765,451742,pending,NULL,Delivery,"Katy Costi","26 Onsgard Road, Paterson, New Jersey, 07505",862-599-2327,623
757,"2025-08-03 23:21:02",4,1035,451743,canceled,NULL,Delivery,"Pietra Callaby","73611 Arrowood Pass, Kansas City, Kansas, 66112",913-729-2609,625
758,"2025-10-05 10:10:53",8,500,456922,completed,NULL,Delivery,"Merwin Lockless","345 Schiller Way, Hagerstown, Maryland, 21747",240-385-3899,471
759,"2024-12-27 11:15:00",8,1094,459775,pending,NULL,Delivery,"Lelia Tumasian","4 Summerview Plaza, Pittsburgh, Pennsylvania, 15266",-857-6779,157
760,"2024-12-30 17:53:05",7,1273,459776,canceled,NULL,Delivery,"Trescha Biddiss","89 Grayhawk Junction, Fargo, North Dakota, 58122",701-875-3476,152
761,"2025-09-11 07:36:39",5,300,460692,completed,NULL,Delivery,"Laney Mylechreest","3637 Pankratz Alley, Minneapolis, Minnesota, 55446",612-228-0699,84
762,"2025-06-10 17:18:13",6,630,461084,pending,NULL,Delivery,"Noreen Dutnall","8387 Rutledge Place, El Paso, Texas, 79977",915-454-4969,723
763,"2025-09-27 20:28:29",8,2334,461724,canceled,NULL,Delivery,"Dido Seavers","2 Forster Terrace, Albany, New York, 12232",518-215-9527,184
764,"2025-11-19 18:31:58",9,910,462070,completed,NULL,Delivery,"Cordula Hallums","7 Bunker Hill Circle, Los Angeles, California, 90040",626-359-1520,193
765,"2025-02-21 03:25:12",3,1260,462172,pending,NULL,Delivery,"Tannie Shelton","7273 Lukken Park, Springfield, Illinois, 62711",217-110-9073,562
766,"2025-03-07 19:55:47",2,436,462505,canceled,NULL,Delivery,"Myrtle Fearnyough","1380 Golf View Trail, Memphis, Tennessee, 38114",901-132-2144,657
767,"2025-07-07 02:35:51",9,360,473193,completed,NULL,Delivery,"Deeanne Teague","37 Dryden Pass, Baltimore, Maryland, 21216",410-334-0834,242
768,"2025-08-08 12:01:05",10,2400,475283,pending,NULL,Delivery,"Ronald Dimelow","8 Washington Drive, Clearwater, Florida, 34615",727-420-9078,101
769,"2025-01-12 10:49:26",4,560,476303,canceled,NULL,Delivery,"Hendrik Sahnow","3405 Rutledge Avenue, Dayton, Ohio, 45490",937-703-6914,621
770,"2025-10-11 19:42:04",10,2080.49,477627,completed,NULL,Delivery,"Joyan Cloney","644 Fairview Drive, Panama City, Florida, 32412",850-347-2181,346
771,"2025-02-19 20:17:53",7,661.02,477628,pending,NULL,Delivery,"Ella Sandeson","257 Northland Plaza, Jamaica, New York, 11480",718-570-3183,389
772,"2025-04-08 05:49:28",8,1325,478348,canceled,NULL,Delivery,"Ariana Burdekin","090 Eastwood Place, Galveston, Texas, 77554",281-517-1117,268
773,"2025-08-15 15:34:05",6,1120,478936,completed,NULL,Delivery,"Kelcey Nesbitt","2199 Hansons Terrace, Cincinnati, Ohio, 45254",513-762-9385,344
774,"2025-10-04 06:03:02",6,1110,480203,pending,NULL,Delivery,"Tina Winterburn","81563 Jackson Street, Odessa, Texas, 79764",432-912-5045,325
775,"2025-05-20 07:16:28",3,826.2,483552,canceled,NULL,Delivery,"Kenny Klassmann","75 Warbler Court, Pittsburgh, Pennsylvania, 15240",412-741-8548,414
776,"2025-07-22 08:47:16",5,565,484449,completed,NULL,Delivery,"Gena Stait","43326 Prentice Drive, Amarillo, Texas, 79118",806-593-3596,842
777,"2025-06-02 08:19:43",6,1295,486482,pending,NULL,Delivery,"Nicolle Ballach","6 Arapahoe Center, Charleston, West Virginia, 25326",304-204-8458,438
778,"2025-09-01 21:06:51",4,680,487422,canceled,NULL,Delivery,"Emyle Waby","83 Lien Crossing, Nashville, Tennessee, 37235",615-640-0517,482
779,"2025-12-20 00:39:09",2,648,489011,completed,NULL,Delivery,"Burk MacArthur","2694 Pearson Lane, Augusta, Georgia, 30911",706-244-0601,336
780,"2025-10-09 11:45:45",4,220,489362,pending,NULL,Delivery,"Grady Gullefant","02351 Londonderry Plaza, Carol Stream, Illinois, 60351",309-992-0706,423
781,"2025-03-05 11:04:45",5,650,489422,canceled,NULL,Delivery,"Ralina Verlinden","8042 Dryden Junction, Stamford, Connecticut, 06912",203-170-3033,669
782,"2025-11-15 10:38:43",4,510,494001,completed,NULL,Delivery,"Gerri Brewin","3 Prairieview Parkway, San Francisco, California, 94164",415-151-5803,422
783,"2025-10-23 15:28:31",2,358,494588,pending,NULL,Delivery,"Laney Beau","323 Kingsford Circle, Fort Worth, Texas, 76162",682-429-5398,377
786,"2025-12-28 00:00:00",6,4980,150497,pending,5,Dine-in,NULL,NULL,NULL,NULL
787,"2025-12-28 00:00:00",3,252,158204,pending,9,Dine-in,NULL,NULL,NULL,NULL
